	essay_id	2gram-tf-idf
3670	11886	110
3671	11891	102
3672	11894	86
3673	11899	103
3674	11901	126
3675	11903	27
3676	11911	101
3677	11912	37
3678	11916	114
3679	11924	86
3680	11926	79
3681	11930	53
3682	11944	59
3683	11948	64
3684	11952	41
3685	11954	100
3686	11961	56
3687	11963	109
3688	11964	108
3689	11966	82
3690	11978	126
3691	11983	41
3692	11987	90
3693	11991	106
3694	11992	70
3695	11999	47
3696	12002	48
3697	12005	109
3698	12007	96
3699	12014	108
3700	12018	113
3701	12027	85
3702	12034	113
3703	12045	75
3704	12047	136
3705	12053	18
3706	12060	101
3707	12061	77
3708	12064	112
3709	12065	95
3710	12071	105
3711	12077	100
3712	12083	36
3713	12084	104
3714	12087	38
3715	12101	109
3716	12111	52
3717	12122	65
3718	12127	123
3719	12133	120
3720	12134	101
3721	12145	8
3722	12147	105
3723	12149	27
3724	12153	31
3725	12156	116
3726	12159	101
3727	12167	60
3728	12172	37
3729	12174	120
3730	12176	47
3731	12181	65
3732	12182	48
3733	12190	90
3734	12194	84
3735	12197	76
3736	12201	103
3737	12207	118
3738	12214	30
3739	12215	60
3740	12219	116
3741	12220	92
3742	12234	56
3743	12242	124
3744	12246	94
3745	12257	67
3746	12260	68
3747	12263	96
3748	12264	101
3749	12266	91
3750	12268	80
3751	12272	116
3752	12275	57
3753	12276	115
3754	12282	119
3755	12284	93
3756	12286	28
3757	12290	115
3758	12293	109
3759	12298	81
3760	12299	109
3761	12300	73
3762	12301	81
3763	12306	48
3764	12309	120
3765	12310	121
3766	12311	27
3767	12319	68
3768	12320	75
3769	12325	42
3770	12329	83
3771	12336	38
3772	12343	114
3773	12350	120
3774	12357	99
3775	12368	113
3776	12370	95
3777	12375	52
3778	12376	108
3779	12377	60
3780	12381	85
3781	12384	108
3782	12387	122
3783	12394	65
3784	12395	97
3785	12403	125
3786	12408	93
3787	12409	69
3788	12412	52
3789	12421	51
3790	12430	86
3791	12431	71
3792	12443	34
3793	12462	116
3794	12466	109
3795	12468	116
3796	12497	107
3797	12500	99
3798	12507	86
3799	12509	106
3800	12512	112
3801	12513	103
3802	12515	77
3803	12519	76
3804	12521	8
3805	12526	20
3806	12536	106
3807	12546	71
3808	12547	59
3809	12550	80
3810	12558	59
3811	12562	42
3812	12568	60
3813	12573	120
3814	12579	101
3815	12581	103
3816	12582	108
3817	12592	48
3818	12593	54
3819	12603	43
3820	12607	80
3821	12609	108
3822	12612	109
3823	12634	51
3824	12643	57
3825	12644	112
3826	12657	97
3827	12658	75
3828	12660	76
3829	12668	61
3830	12669	115
3831	12678	72
3832	12680	115
3833	12681	32
3834	12693	83
3835	12697	103
3836	12703	96
3837	12704	103
3838	12707	63
3839	12719	68
3840	12720	75
3841	12722	101
3842	12725	121
3843	12736	89
3844	12746	111
3845	12749	123
3846	12751	105
3847	12754	22
3848	12756	74
3849	12763	69
3850	12764	110
3851	12767	39
3852	12770	103
3853	12778	101
3854	12779	127
3855	12786	95
3856	12796	79
3857	12803	105
3858	12804	90
3859	12811	62
3860	12817	107
3861	12819	110
3862	12821	64
3863	12822	109
3864	12831	97
3865	12832	116
3866	12834	125
3867	12835	87
3868	12836	37
3869	12841	128
3870	12844	127
3871	12850	46
3872	12854	96
3873	12856	116
3874	12857	113
3875	12859	71
3876	12863	127
3877	12871	64
3878	12872	132
3879	12874	111
3880	12875	98
3881	12885	71
3882	12886	97
3883	12887	89
3884	12892	84
3885	12898	80
3886	12908	109
3887	12912	42
3888	12916	107
3889	12917	97
3890	12919	101
3891	12924	123
3892	12927	55
3893	12929	85
3894	12943	105
3895	12944	24
3896	12946	99
3897	12951	101
3898	12956	76
3899	12961	95
3900	12962	46
3901	12974	58
3902	12975	116
3903	12979	75
3904	12985	81
3905	12986	95
3906	12990	96
3907	13012	117
3908	13016	126
3909	13023	88
3910	13028	98
3911	13033	62
3912	13037	102
3913	13043	101
3914	13051	113
3915	13057	110
3916	13058	79
3917	13064	89
3918	13065	41
3919	13067	39
3920	13068	92
3921	13073	83
3922	13074	100
3923	13076	97
3924	13080	102
3925	13084	102
3926	13087	86
3927	13091	89
3928	13100	84
3929	13109	55
3930	13119	66
3931	13120	18
3932	13125	76
3933	13128	108
3934	13134	80
3935	13136	87
3936	13150	101
3937	13152	43
3938	13180	102
3939	13184	99
3940	13191	127
3941	13203	131
3942	13204	73
3943	13210	106
3944	13212	107
3945	13213	135
3946	13226	106
3947	13235	58
3948	13246	113
3949	13251	91
3950	13253	88
3951	13259	106
3952	13262	60
3953	13263	114
3954	13266	95
3955	13278	55
3956	13280	113
3957	13284	75
3958	13288	78
3959	13293	32
3960	13295	113
3961	13304	107
3962	13311	62
3963	13314	111
3964	13326	31
3965	13337	93
3966	13342	109
3967	13347	117
3968	13349	79
3969	13355	114
3970	13356	99
3971	13361	115
3972	13374	126
3973	13375	41
3974	13378	126
3975	13379	49
3976	13384	36
3977	13392	32
3978	13394	121
3979	13402	85
3980	13407	94
3981	13413	23
3982	13415	108
3983	13418	109
3984	13427	75
3985	13433	68
3986	13435	90
3987	13443	81
3988	13445	118
3989	13447	102
3990	13452	15
3991	13465	91
3992	13468	57
3993	13476	69
3994	13483	46
3995	13493	111
3996	13501	57
3997	13525	99
3998	13527	73
3999	13531	136
4000	13533	121
4001	13543	95
4002	13546	97
4003	13553	111
4004	13558	106
4005	13562	92
4006	13573	81
4007	13574	87
4008	13586	123
4009	13587	109
4010	13588	72
4011	13594	111
4012	13595	87
4013	13597	104
4014	13600	84
4015	13615	62
4016	13617	103
4017	13621	88
4018	13623	37
4019	8864	35
4020	8865	100
4021	8868	58
4022	8872	96
4023	8873	115
4024	8874	38
4025	8876	121
4026	8880	31
4027	8889	88
4028	8895	125
4029	8897	82
4030	8913	61
4031	8917	59
4032	8922	109
4033	8927	45
4034	8930	74
4035	8935	121
4036	8937	87
4037	8947	70
4038	8948	110
4039	8952	66
4040	8960	82
4041	8966	50
4042	8980	51
4043	8984	24
4044	8988	105
4045	8990	138
4046	8997	33
4047	8999	56
4048	9000	45
4049	9002	61
4050	9014	106
4051	9019	124
4052	9023	45
4053	9027	109
4054	9028	38
4055	9035	125
4056	9038	33
4057	9041	38
4058	9043	89
4059	9050	52
4060	9054	68
4061	9063	32
4062	9070	40
4063	9081	59
4064	9083	101
4065	9089	109
4066	9096	97
4067	9097	52
4068	9100	67
4069	9101	29
4070	9107	47
4071	9119	44
4072	9121	86
4073	9124	62
4074	9138	102
4075	9148	36
4076	9157	33
4077	9159	69
4078	9164	113
4079	9170	133
4080	9171	111
4081	9182	73
4082	9184	63
4083	9186	57
4084	9190	113
4085	9193	57
4086	9196	61
4087	9204	91
4088	9209	24
4089	9211	128
4090	9213	28
4091	9218	37
4092	9219	106
4093	9227	84
4094	9231	34
4095	9234	35
4096	9238	82
4097	9244	90
4098	9251	110
4099	9252	44
4100	9256	97
4101	9257	114
4102	9271	88
4103	9279	107
4104	9283	59
4105	9294	66
4106	9297	62
4107	9301	136
4108	9303	16
4109	9305	87
4110	9309	73
4111	9313	46
4112	9319	129
4113	9321	57
4114	9323	30
4115	9327	138
4116	9330	111
4117	9335	67
4118	9336	88
4119	9337	35
4120	9338	31
4121	9343	49
4122	9346	150
4123	9347	90
4124	9350	47
4125	9356	63
4126	9357	102
4127	9366	69
4128	9373	24
4129	9387	110
4130	9394	42
4131	9405	93
4132	9407	119
4133	9412	35
4134	9413	11
4135	9414	57
4136	9418	85
4137	9421	87
4138	9424	65
4139	9431	77
4140	9432	86
4141	9441	118
4142	9446	33
4143	9450	38
4144	9459	95
4145	9468	59
4146	9469	68
4147	9481	60
4148	9500	92
4149	9504	72
4150	9506	73
4151	9535	64
4152	9538	93
4153	9545	46
4154	9547	80
4155	9550	113
4156	9551	101
4157	9557	68
4158	9559	93
4159	9564	72
4160	9574	114
4161	9588	84
4162	9596	82
4163	9600	84
4164	9606	109
4165	9611	45
4166	9615	94
4167	9617	99
4168	9619	87
4169	9620	38
4170	9630	98
4171	9631	98
4172	9634	39
4173	9641	55
4174	9645	76
4175	9647	96
4176	9650	89
4177	9676	59
4178	9681	36
4179	9683	103
4180	9687	61
4181	9696	22
4182	9697	24
4183	9707	105
4184	9708	116
4185	9719	107
4186	9726	101
4187	9729	75
4188	9732	49
4189	9742	49
4190	9743	102
4191	9746	99
4192	9751	92
4193	9754	99
4194	9757	51
4195	9759	47
4196	9764	69
4197	9768	66
4198	9772	51
4199	9775	22
4200	9784	103
4201	9790	63
4202	9791	116
4203	9803	74
4204	9806	54
4205	9817	67
4206	9819	97
4207	9821	151
4208	9827	105
4209	9834	45
4210	9842	44
4211	9852	108
4212	9853	53
4213	9856	102
4214	9858	24
4215	9859	98
4216	9860	120
4217	9861	94
4218	9866	23
4219	9871	32
4220	9872	102
4221	9873	108
4222	9874	65
4223	9875	113
4224	9878	94
4225	9879	27
4226	9881	97
4227	9883	62
4228	9886	52
4229	9889	61
4230	9892	61
4231	9893	93
4232	9902	30
4233	9903	121
4234	9904	107
4235	9906	92
4236	9909	104
4237	9911	105
4238	9914	108
4239	9919	92
4240	9925	99
4241	9926	78
4242	9934	100
4243	9936	51
4244	9945	62
4245	9950	66
4246	9953	101
4247	9958	81
4248	9978	23
4249	9985	31
4250	9989	34
4251	9990	90
4252	9991	93
4253	9994	55
4254	9995	101
4255	10001	1
4256	10011	39
4257	10012	83
4258	10013	112
4259	10028	65
4260	10032	108
4261	10042	60
4262	10043	118
4263	10044	16
4264	10045	66
4265	10064	32
4266	10072	89
4267	10079	86
4268	10082	75
4269	10089	39
4270	10091	115
4271	10094	40
4272	10095	94
4273	10096	80
4274	10099	69
4275	10100	76
4276	10104	77
4277	10106	37
4278	10108	114
4279	10114	45
4280	10115	79
4281	10117	56
4282	10118	74
4283	10123	31
4284	10133	49
4285	10134	104
4286	10137	69
4287	10139	117
4288	10142	100
4289	10149	27
4290	10166	76
4291	10196	38
4292	10198	95
4293	10219	88
4294	10220	26
4295	10226	74
4296	10227	63
4297	10229	97
4298	10235	75
4299	10241	53
4300	10246	78
4301	10250	62
4302	10256	33
4303	10257	118
4304	10266	91
4305	10268	24
4306	10276	97
4307	10281	106
4308	10295	69
4309	10296	53
4310	10306	27
4311	10307	101
4312	10309	56
4313	10311	40
4314	10325	81
4315	10331	12
4316	10335	107
4317	10340	49
4318	10341	25
4319	10351	151
4320	10356	99
4321	10361	104
4322	10364	90
4323	10369	47
4324	10375	104
4325	10385	14
4326	10388	55
4327	10393	18
4328	10415	39
4329	10418	107
4330	10426	45
4331	10428	99
4332	10444	104
4333	10445	60
4334	10446	101
4335	10458	27
4336	10462	56
4337	10472	17
4338	10473	112
4339	10478	47
4340	10479	130
4341	10480	20
4342	10482	27
4343	10483	85
4344	10487	113
4345	10492	39
4346	10494	46
4347	10495	44
4348	10501	68
4349	10512	65
4350	10515	101
4351	10530	77
4352	10536	112
4353	10537	40
4354	10543	73
4355	10553	99
4356	10557	43
4357	10567	68
4358	10568	111
4359	10569	56
4360	10585	28
4361	10587	17
4362	10599	91
4363	10600	41
4364	10609	109
4365	10610	89
4366	10611	59
4367	10612	138
4368	10626	104
4369	10632	36
4370	10633	43
4371	10637	27
4372	10640	48
4373	17837	130
4374	17840	144
4375	17846	92
4376	17849	122
4377	17852	126
4378	17853	80
4379	17860	128
4380	17863	47
4381	17870	111
4382	17871	158
4383	17878	101
4384	17879	33
4385	17884	142
4386	17885	91
4387	17889	75
4388	17893	77
4389	17897	123
4390	17899	11
4391	17901	68
4392	17904	90
4393	17909	120
4394	17910	139
4395	17913	92
4396	17915	89
4397	17926	113
4398	17941	110
4399	17947	132
4400	17951	56
4401	17955	103
4402	17965	114
4403	17969	101
4404	17976	93
4405	17985	86
4406	17986	110
4407	17988	86
4408	18004	111
4409	18016	144
4410	18020	80
4411	18021	74
4412	18030	144
4413	18033	66
4414	18043	54
4415	18045	127
4416	18049	131
4417	18051	125
4418	18067	61
4419	18079	114
4420	18088	25
4421	18095	117
4422	18099	129
4423	18100	114
4424	18117	109
4425	18123	87
4426	18124	120
4427	18128	105
4428	18133	24
4429	18146	139
4430	18151	109
4431	18152	26
4432	18164	121
4433	18166	132
4434	18168	103
4435	18173	86
4436	18180	89
4437	18181	116
4438	18182	133
4439	18193	96
4440	18195	99
4441	18197	100
4442	18202	120
4443	18209	108
4444	18218	97
4445	18219	129
4446	18225	110
4447	18234	131
4448	18238	81
4449	18247	120
4450	18254	94
4451	18265	89
4452	18267	54
4453	18268	38
4454	18308	119
4455	18314	159
4456	18319	16
4457	18320	87
4458	18324	119
4459	18329	142
4460	18333	104
4461	18336	110
4462	18337	127
4463	18343	108
4464	18345	118
4465	18347	40
4466	18352	70
4467	18355	77
4468	18363	129
4469	18364	85
4470	18365	46
4471	18370	38
4472	18374	45
4473	18375	56
4474	18378	135
4475	18386	119
4476	18396	130
4477	18399	135
4478	18403	84
4479	18406	138
4480	18421	108
4481	18429	116
4482	18445	104
4483	18448	95
4484	18454	138
4485	18455	39
4486	18456	123
4487	18461	74
4488	18463	81
4489	18465	135
4490	18468	79
4491	18477	109
4492	18478	75
4493	18489	148
4494	18491	118
4495	18496	50
4496	18499	131
4497	18508	77
4498	18517	111
4499	18518	77
4500	18534	117
4501	18548	63
4502	18558	132
4503	18563	143
4504	18573	120
4505	18590	122
4506	18592	48
4507	18593	102
4508	18600	123
4509	18602	124
4510	18606	118
4511	18613	101
4512	18614	114
4513	18619	108
4514	18631	162
4515	18632	104
4516	18642	89
4517	18645	72
4518	18646	116
4519	18648	115
4520	18651	121
4521	18652	9
4522	18653	122
4523	18657	25
4524	18663	93
4525	18667	135
4526	18668	140
4527	18676	117
4528	18678	122
4529	18686	126
4530	18690	83
4531	18700	68
4532	18704	84
4533	18706	134
4534	18708	112
4535	18710	71
4536	18717	135
4537	18718	21
4538	18725	118
4539	18726	120
4540	18729	97
4541	18730	135
4542	18738	77
4543	18739	83
4544	18748	147
4545	18752	80
4546	18754	111
4547	18759	134
4548	18773	116
4549	18787	130
4550	18792	131
4551	18793	132
4552	18804	88
4553	18820	124
4554	18825	89
4555	18827	131
4556	18832	133
4557	18835	124
4558	18840	60
4559	18843	129
4560	18847	108
4561	18856	62
4562	18859	45
4563	18862	100
4564	18876	26
4565	18877	102
4566	18880	127
4567	18891	76
4568	18902	47
4569	18912	104
4570	18916	51
4571	18919	107
4572	18926	142
4573	18927	105
4574	18935	71
4575	18938	125
4576	18946	121
4577	18949	108
4578	18954	121
4579	18957	112
4580	18968	108
4581	18970	77
4582	18971	105
4583	18986	112
4584	18989	105
4585	18997	73
4586	19006	122
4587	19010	4
4588	19011	75
4589	19012	104
4590	19015	116
4591	19023	75
4592	19024	51
4593	19029	83
4594	19033	102
4595	19035	109
4596	19050	117
4597	19054	124
4598	19058	84
4599	19059	132
4600	19062	99
4601	19071	69
4602	19076	110
4603	19077	51
4604	19086	140
4605	19087	104
4606	19089	100
4607	19100	125
4608	19113	134
4609	19117	119
4610	19131	39
4611	19132	108
4612	19134	112
4613	19136	124
4614	19140	76
4615	19144	81
4616	19145	133
4617	19150	130
4618	19162	79
4619	19163	94
4620	19170	92
4621	19171	52
4622	19176	103
4623	19185	127
4624	19186	119
4625	19194	103
4626	19197	16
4627	19200	123
4628	19203	77
4629	19204	90
4630	19209	125
4631	19210	124
4632	19226	67
4633	19237	109
4634	19238	120
4635	19239	125
4636	19244	113
4637	19250	109
4638	19261	104
4639	19262	124
4640	19278	121
4641	19280	56
4642	19289	108
4643	19290	123
4644	19305	73
4645	19317	84
4646	19318	90
4647	19319	108
4648	19322	115
4649	19327	90
4650	19328	44
4651	19331	131
4652	19345	77
4653	19352	117
4654	19355	108
4655	19358	44
4656	19378	141
4657	19380	113
4658	19388	112
4659	19398	54
4660	19400	53
4661	19403	122
4662	19422	127
4663	19429	114
4664	19433	126
4665	19438	84
4666	19445	100
4667	19450	16
4668	19458	81
4669	19467	97
4670	19468	131
4671	19479	94
4672	19480	90
4673	19500	110
4674	19506	137
4675	19518	154
4676	19519	114
4677	19528	84
4678	19530	98
4679	19534	115
4680	19542	75
4681	19548	96
4682	19549	92
4683	19550	42
4684	19553	108
4685	19554	118
4686	19556	114
4687	14835	115
4688	14836	93
4689	14839	119
4690	14843	95
4691	14844	143
4692	14845	54
4693	14847	110
4694	14851	88
4695	14860	72
4696	14866	55
4697	14868	93
4698	14875	85
4699	14888	97
4700	14893	74
4701	14898	93
4702	14901	28
4703	14906	86
4704	14908	97
4705	14910	71
4706	14918	106
4707	14919	97
4708	14923	110
4709	14931	73
4710	14933	83
4711	14937	93
4712	14951	103
4713	14955	90
4714	14959	107
4715	14961	98
4716	14968	104
4717	14970	103
4718	14971	100
4719	14973	80
4720	14985	118
4721	14990	115
4722	14994	101
4723	14998	101
4724	14999	108
4725	15006	101
4726	15009	87
4727	15012	107
4728	15014	88
4729	15021	105
4730	15025	65
4731	15034	100
4732	15041	79
4733	15052	112
4734	15054	72
4735	15060	92
4736	15067	66
4737	15068	104
4738	15071	90
4739	15072	91
4740	15078	57
4741	15084	77
4742	15090	95
4743	15091	86
4744	15094	114
4745	15108	110
4746	15118	89
4747	15129	82
4748	15134	53
4749	15140	48
4750	15141	20
4751	15152	116
4752	15154	113
4753	15156	96
4754	15160	98
4755	15163	89
4756	15166	116
4757	15174	112
4758	15179	120
4759	15181	101
4760	15183	89
4761	15188	62
4762	15189	110
4763	15197	101
4764	15201	66
4765	15204	76
4766	15208	99
4767	15214	79
4768	15221	81
4769	15222	86
4770	15226	120
4771	15227	113
4772	15241	109
4773	15249	111
4774	15253	102
4775	15264	94
4776	15267	135
4777	15270	90
4778	15271	75
4779	15273	67
4780	15275	88
4781	15279	98
4782	15282	104
4783	15283	93
4784	15289	106
4785	15291	96
4786	15293	90
4787	15297	73
4788	15300	127
4789	15305	106
4790	15306	117
4791	15307	94
4792	15308	130
4793	15313	117
4794	15316	95
4795	15317	111
4796	15318	73
4797	15326	111
4798	15327	111
4799	15332	98
4800	15336	94
4801	15343	51
4802	15350	75
4803	15357	96
4804	15364	97
4805	15375	98
4806	15377	64
4807	15382	106
4808	15383	120
4809	15384	116
4810	15388	91
4811	15391	107
4812	15394	133
4813	15401	79
4814	15402	88
4815	15410	69
4816	15415	108
4817	15416	137
4818	15419	114
4819	15428	104
4820	15437	108
4821	15438	102
4822	15450	80
4823	15469	100
4824	15473	105
4825	15475	105
4826	15504	26
4827	15507	117
4828	15514	74
4829	15516	102
4830	15519	130
4831	15520	104
4832	15526	119
4833	15528	108
4834	15533	80
4835	15543	114
4836	15553	77
4837	15554	98
4838	15557	124
4839	15565	104
4840	15569	57
4841	15575	109
4842	15580	83
4843	15586	103
4844	15588	81
4845	15589	89
4846	15599	101
4847	15600	88
4848	15610	111
4849	15611	105
4850	15614	128
4851	15616	98
4852	15619	96
4853	15646	107
4854	15651	99
4855	15664	102
4856	15665	84
4857	15673	79
4858	15675	104
4859	15676	142
4860	15687	76
4861	15700	119
4862	15710	84
4863	15711	99
4864	15714	111
4865	15725	63
4866	15726	106
4867	15727	88
4868	15728	35
4869	15740	91
4870	15743	95
4871	15747	118
4872	15752	122
4873	15756	100
4874	15758	105
4875	15763	109
4876	15770	95
4877	15771	97
4878	15782	111
4879	15785	115
4880	15789	107
4881	15804	91
4882	15806	92
4883	15820	96
4884	15825	95
4885	15829	87
4886	15834	74
4887	15838	102
4888	15839	89
4889	15841	88
4890	15844	79
4891	15847	74
4892	15849	68
4893	15857	104
4894	15860	85
4895	15861	100
4896	15862	103
4897	15863	103
4898	15871	105
4899	15878	49
4900	15879	108
4901	15887	96
4902	15891	94
4903	15892	99
4904	15902	76
4905	15912	98
4906	15920	94
4907	15921	93
4908	15923	94
4909	15928	81
4910	15932	96
4911	15937	83
4912	15943	104
4913	15946	104
4914	15949	93
4915	15959	103
4916	15963	93
4917	15964	101
4918	15965	123
4919	15972	99
4920	15977	101
4921	15978	114
4922	15980	106
4923	15981	99
4924	15982	112
4925	15987	93
4926	15990	83
4927	15993	89
4928	15999	89
4929	16000	100
4930	16012	113
4931	16015	104
4932	16019	93
4933	16030	27
4934	16031	82
4935	16033	120
4936	16040	116
4937	16042	93
4938	16044	96
4939	16052	35
4940	16054	134
4941	16060	90
4942	16061	52
4943	16064	95
4944	16067	110
4945	16068	123
4946	16071	91
4947	16076	103
4948	16077	102
4949	16083	97
4950	16084	98
4951	16087	75
4952	16090	87
4953	16094	89
4954	16102	97
4955	16103	19
4956	16104	113
4957	16107	100
4958	16123	91
4959	16125	66
4960	16130	85
4961	16131	62
4962	16144	81
4963	16148	80
4964	16149	99
4965	16163	99
4966	16167	89
4967	16169	126
4968	16187	60
4969	16202	111
4970	16205	42
4971	16207	94
4972	16213	95
4973	16216	104
4974	16221	76
4975	16228	91
4976	16231	85
4977	16233	73
4978	16237	99
4979	16246	76
4980	16253	109
4981	16254	94
4982	16255	131
4983	16263	22
4984	16280	87
4985	16284	111
4986	16286	102
4987	16295	116
4988	16297	112
4989	16311	66
4990	16313	49
4991	16321	99
4992	16323	123
4993	16328	43
4994	16339	106
4995	16340	89
4996	16344	103
4997	16349	69
4998	16351	119
4999	16352	133
5000	16363	120
5001	16376	115
5002	16377	97
5003	16380	120
5004	16381	103
5005	16396	72
5006	16404	115
5007	16417	104
5008	16420	88
5009	16421	105
5010	16428	78
5011	16429	97
5012	16435	64
5013	16437	112
5014	16449	60
5015	16450	90
5016	16456	71
5017	16464	113
5018	16467	88
5019	16469	105
5020	16470	91
5021	16485	109
5022	16490	96
5023	16519	96
5024	16529	114
5025	16544	115
5026	16545	112
5027	16548	91
5028	16555	82
5029	16560	115
5030	16564	109
5031	16565	102
5032	16568	119
5033	16575	123
5034	16588	88
5035	16589	64
5036	16590	105
5037	16602	91
5038	16615	100
5039	16617	104
5040	16618	37
5041	16619	95
5042	16622	91
5043	16623	116
5044	16626	106
5045	16627	109
5046	16631	89
5047	20717	10
5048	20718	8
5049	20723	8
5050	20739	4
5051	20754	4
5052	20757	35
5053	20763	1
5054	20769	5
5055	20773	26
5056	20779	12
5057	20790	7
5058	20805	4
5059	20808	15
5060	20815	24
5061	20822	3
5062	20828	136
5063	20830	20
5064	20832	31
5065	20833	9
5066	20838	130
5067	20839	124
5068	20844	5
5069	20849	8
5070	20853	13
5071	20861	10
5072	20871	58
5073	20876	16
5074	20878	3
5075	20879	4
5076	20885	76
5077	20897	130
5078	20914	8
5079	20921	2
5080	20925	75
5081	20928	83
5082	20935	3
5083	20944	15
5084	20955	3
5085	20965	126
5086	20968	14
5087	20971	14
5088	20982	24
5089	20987	21
5090	20994	5
5091	21000	138
5092	21002	25
5093	21003	5
5094	21007	16
5095	21013	119
5096	21015	7
5097	21022	11
5098	21024	122
5099	21028	19
5100	21029	139
5101	21037	0
5102	21052	1
5103	21070	12
5104	21071	13
5105	21078	100
5106	21079	111
5107	21085	8
5108	21097	3
5109	21099	27
5110	21105	2
5111	21126	11
5112	21136	9
5113	21140	55
5114	21143	2
5115	21151	7
5116	21155	4
5117	21160	22
5118	21163	17
5119	21164	13
5120	21166	116
5121	21168	10
5122	21176	26
5123	21180	11
5124	21193	18
5125	21219	25
5126	21221	23
5127	21229	7
5128	21235	19
5129	21237	2
5130	21241	25
5131	21244	129
5132	21249	5
5133	21255	23
5134	21259	5
5135	21265	124
5136	21268	59
5137	21274	10
5138	21275	4
5139	21288	8
5140	21302	15
5141	21304	9
5142	21315	30
5143	21324	7
5144	21325	2
5145	21332	14
5146	21334	117
5147	21336	11
5148	21343	14
5149	21348	2
5150	21350	20
5151	21365	6
5152	21366	18
5153	21373	12
5154	21375	11
5155	21380	26
5156	21390	17
5157	21391	16
5158	21392	10
5159	21394	19
5160	21408	107
5161	21409	10
5162	21414	5
5163	21419	4
5164	21425	117
5165	21434	20
5166	21447	6
5167	21451	9
5168	21459	10
5169	21460	80
5170	21465	13
5171	21473	25
5172	21475	12
5173	21476	88
5174	21482	85
5175	21484	10
5176	21487	6
5177	21501	87
5178	21503	4
5179	21510	4
5180	21547	14
5181	21548	19
5182	21554	31
5183	21556	18
5184	21559	12
5185	21566	1
5186	21582	40
5187	21592	20
5188	21594	7
5189	21595	3
5190	21624	16
5191	21628	17
5192	5	15
5193	8	19
5194	15	111
5195	19	56
5196	24	16
5197	29	81
5198	30	118
5199	32	12
5200	34	93
5201	37	8
5202	39	18
5203	43	110
5204	47	100
5205	53	8
5206	58	111
5207	62	136
5208	67	122
5209	69	107
5210	70	12
5211	71	28
5212	72	18
5213	93	8
5214	94	108
5215	96	120
5216	106	86
5217	107	28
5218	113	134
5219	114	13
5220	115	18
5221	117	108
5222	119	4
5223	123	66
5224	125	128
5225	129	63
5226	133	22
5227	148	114
5228	154	14
5229	158	117
5230	163	143
5231	169	115
5232	174	125
5233	180	25
5234	185	31
5235	186	112
5236	194	11
5237	198	22
5238	204	102
5239	213	96
5240	214	132
5241	215	23
5242	218	83
5243	222	20
5244	225	10
5245	226	122
5246	231	115
5247	233	154
5248	246	5
5249	247	10
5250	248	14
5251	250	100
5252	255	99
5253	262	90
5254	266	73
5255	272	14
5256	273	110
5257	274	78
5258	277	3
5259	278	98
5260	288	107
5261	292	12
5262	295	97
5263	297	23
5264	314	57
5265	330	21
5266	335	105
5267	336	9
5268	339	10
5269	341	123
5270	345	4
5271	346	13
5272	347	102
5273	349	106
5274	355	107
5275	359	7
5276	361	14
5277	363	115
5278	365	14
5279	367	96
5280	368	141
5281	374	11
5282	376	17
5283	380	136
5284	381	19
5285	382	131
5286	384	108
5287	397	1
5288	400	89
5289	405	15
5290	414	100
5291	415	118
5292	432	125
5293	457	6
5294	470	105
5295	479	17
5296	491	103
5297	502	100
5298	503	130
5299	504	13
5300	507	18
5301	509	8
5302	514	144
5303	517	61
5304	520	122
5305	521	117
5306	522	21
5307	525	86
5308	536	135
5309	543	106
5310	547	101
5311	554	13
5312	555	8
5313	568	15
5314	591	72
5315	593	69
5316	603	18
5317	608	103
5318	613	92
5319	614	129
5320	621	117
5321	648	108
5322	649	111
5323	654	4
5324	655	126
5325	661	134
5326	668	71
5327	670	54
5328	679	89
5329	680	9
5330	687	102
5331	694	101
5332	707	120
5333	713	87
5334	719	112
5335	724	122
5336	737	11
5337	741	120
5338	746	85
5339	747	115
5340	750	84
5341	759	82
5342	761	149
5343	765	137
5344	773	13
5345	776	121
5346	778	9
5347	784	11
5348	786	121
5349	790	56
5350	797	4
5351	798	5
5352	799	141
5353	800	6
5354	801	9
5355	803	108
5356	806	108
5357	808	135
5358	812	131
5359	817	16
5360	821	90
5361	825	117
5362	838	86
5363	839	20
5364	841	119
5365	847	13
5366	851	15
5367	853	7
5368	858	11
5369	859	5
5370	865	96
5371	867	87
5372	870	12
5373	876	103
5374	878	91
5375	889	98
5376	900	105
5377	906	26
5378	911	112
5379	918	13
5380	920	72
5381	926	141
5382	933	122
5383	935	8
5384	937	5
5385	941	18
5386	942	31
5387	947	18
5388	948	15
5389	949	112
5390	950	16
5391	959	11
5392	961	69
5393	966	140
5394	974	48
5395	981	128
5396	983	31
5397	991	109
5398	992	83
5399	1001	85
5400	1019	52
5401	1021	17
5402	1024	28
5403	1025	100
5404	1027	88
5405	1036	75
5406	1045	92
5407	1057	27
5408	1058	118
5409	1065	114
5410	1066	6
5411	1067	98
5412	1072	131
5413	1079	104
5414	1094	130
5415	1104	19
5416	1109	121
5417	1110	111
5418	1116	127
5419	1124	90
5420	1125	86
5421	1129	140
5422	1137	72
5423	1140	130
5424	1143	101
5425	1144	17
5426	1146	59
5427	1158	19
5428	1162	72
5429	1167	8
5430	1172	112
5431	1173	99
5432	1174	137
5433	1178	16
5434	1184	109
5435	1186	14
5436	1190	15
5437	1192	81
5438	1196	117
5439	1198	129
5440	1204	15
5441	1208	150
5442	1211	61
